YEAR,MONTH,STORE,DAYPART,CATEGORY_ID,REVENUE_NET,QTY
2018,5,6,D,15,1700,590
2018,5,6,L,15,4700,1630
2018,6,6,B,15,8200,3130
2018,6,6,D,15,1700,570
2018,6,6,L,15,5200,1780
2018,7,6,B,15,9700,3610
2018,7,6,D,15,1700,560
2018,7,6,L,15,6100,2150
2018,8,6,B,15,7500,2870
2018,8,6,D,15,1400,490
2018,8,6,L,15,4600,1640
2018,9,6,B,15,7300,2770
2018,9,6,D,15,1400,480
2018,9,6,L,15,4300,1540
2018,10,6,B,15,7900,2980
2018,10,6,D,15,1500,500
2018,10,6,L,15,4300,1560
2018,11,6,B,15,7600,2930
2018,11,6,D,15,1200,440
2018,11,6,L,15,3900,1400
2018,12,6,B,15,8200,3140
2018,12,6,D,15,1400,490
2018,12,6,L,15,4600,1670
2019,1,6,B,15,7400,2850
2019,1,6,D,15,2000,630
2019,1,6,L,15,5400,1780
2019,2,6,B,15,7300,2560
2019,2,6,D,15,2100,650
2019,2,6,L,15,5600,1840
2019,3,6,B,15,8500,3100
2019,3,6,D,15,1800,550
2019,3,6,L,15,5100,1710
2019,4,6,B,15,7800,2880
2019,4,6,D,15,1700,510
2019,4,6,L,15,4900,1640
2019,5,6,B,15,8300,3070
2019,5,6,D,15,1600,530
2019,5,6,L,15,4300,1440
2019,6,6,B,15,8300,3070
2019,6,6,D,15,1600,500
2019,6,6,L,15,4800,1610
2018,1,7,B,15,9600,3780
2018,1,7,D,15,3100,1000
2018,1,7,L,15,7100,2400
2018,2,7,B,15,8700,3500
2018,2,7,D,15,2500,830
2018,2,7,L,15,5400,1920
2018,3,7,B,15,10200,3920
2018,3,7,D,15,3000,950
2018,3,7,L,15,5600,1920
2018,4,7,B,15,10000,3840
2018,4,7,D,15,2700,850
2018,4,7,L,15,6200,2120
2018,5,7,B,15,10400,4000
2018,5,7,D,15,2800,900
2018,5,7,L,15,5600,1860
2018,6,7,B,15,10200,3860
2018,6,7,D,15,2600,830
2018,6,7,L,15,5800,1940
2018,7,7,B,15,10800,4070
2018,7,7,D,15,2500,820
2018,7,7,L,15,6000,2060
2018,8,7,B,15,10400,3970
2018,8,7,D,15,2500,830
2018,8,7,L,15,5800,1980
2018,9,7,B,15,10100,3900
2018,9,7,D,15,2700,880
2018,9,7,L,15,5500,1900
2018,10,7,B,15,9600,3690
2018,10,7,D,15,2500,800
2018,10,7,L,15,6000,2070
2018,11,7,B,15,10100,3870
2018,11,7,D,15,2400,790
2018,11,7,L,15,5700,1930
2018,12,7,B,15,10400,3890
2018,12,7,D,15,2400,800
2018,12,7,L,15,6800,2290
2019,1,7,B,15,10200,3740
2019,1,7,D,15,3600,1020
2019,1,7,L,15,7600,2370
2019,2,7,B,15,9500,3380
2019,2,7,D,15,3500,1000
2019,2,7,L,15,7500,2250
2019,3,7,B,15,10900,3930
2019,3,7,D,15,3400,1000
2019,3,7,L,15,7200,2230
2019,4,7,B,15,10300,3670
2019,4,7,D,15,2700,790
2019,4,7,L,15,6100,1940
2019,5,7,B,15,11500,4110
2019,5,7,D,15,2900,860
2019,5,7,L,15,6100,1940
2019,6,7,B,15,11500,4040
2019,6,7,D,15,2600,770
2019,6,7,L,15,6200,2010
2018,1,8,B,15,4200,1550
2018,1,8,D,15,1200,380
2018,1,8,L,15,3200,1070
2018,2,8,B,15,4000,1510
2018,2,8,D,15,1200,420
2018,2,8,L,15,2600,930
2018,3,8,B,15,4800,1720
2018,3,8,D,15,1300,410
2018,3,8,L,15,2700,940
2018,4,8,B,15,5300,1890
2018,4,8,D,15,1000,330
2018,4,8,L,15,3200,1080
2018,5,8,B,15,5500,1980
2018,5,8,D,15,1100,360
2018,5,8,L,15,3300,1140
2018,6,8,B,15,5800,2050
2018,6,8,D,15,1100,380
2018,6,8,L,15,3000,990
2018,7,8,B,15,6400,2250
2018,7,8,D,15,1300,430
2018,7,8,L,15,3600,1220
2018,8,8,B,15,5600,2030
2018,8,8,D,15,1100,360
2018,8,8,L,15,3400,1160
2018,9,8,B,15,5100,1810
2018,9,8,D,15,1100,360
2018,9,8,L,15,2900,950
2018,10,8,B,15,4900,1740
2018,10,8,D,15,1000,330
2018,10,8,L,15,3000,1000
2018,11,8,B,15,4600,1620
2018,11,8,D,15,1000,340
2018,11,8,L,15,2600,880
2018,12,8,B,15,4700,1650
2018,12,8,D,15,1200,370
2018,12,8,L,15,3300,1090
2019,1,8,B,15,4400,1500
2019,1,8,D,15,1500,450
2019,1,8,L,15,3600,1060
2019,2,8,B,15,4800,1560
2019,2,8,D,15,1600,420
2019,2,8,L,15,3700,1100
2019,3,8,B,15,6100,2010
2019,3,8,D,15,1500,440
2019,3,8,L,15,3800,1140
2019,4,8,B,15,6000,1950
2019,4,8,D,15,1300,380
2019,4,8,L,15,3300,1010
2019,5,8,B,15,5400,1770
2019,5,8,D,15,1200,360
2019,5,8,L,15,3100,930
2019,6,8,B,15,6200,2010
2019,6,8,D,15,1000,300
2019,6,8,L,15,3600,1070
2018,1,9,B,15,4600,1710
2018,1,9,D,15,1000,340
2018,1,9,L,15,3000,1000
2018,2,9,B,15,4200,1600
2018,2,9,D,15,800,290
2018,2,9,L,15,2800,990
2018,3,9,B,15,5200,1900
2018,3,9,D,15,1000,320
2018,3,9,L,15,2900,990
2018,4,9,B,15,5800,2090
2018,4,9,D,15,1100,370
2018,4,9,L,15,3200,1100
2018,5,9,B,15,5500,1960
2018,5,9,D,15,900,290
2018,5,9,L,15,2700,930
2018,6,9,B,15,5400,1940
2018,6,9,D,15,900,290
2018,6,9,L,15,2800,960
2018,7,9,B,15,6000,2160
2018,7,9,D,15,900,300
2018,7,9,L,15,3600,1260
2018,8,9,B,15,5500,2040
2018,8,9,D,15,700,270
2018,8,9,L,15,3100,1050
2018,9,9,B,15,4900,1800
2018,9,9,D,15,700,240
2018,9,9,L,15,2700,940
2018,10,9,B,15,5100,1880
2018,10,9,D,15,800,280
2018,10,9,L,15,2900,1000
2018,11,9,B,15,4600,1760
2018,11,9,D,15,700,240
2018,11,9,L,15,2200,750
2018,12,9,B,15,4800,1850
2018,12,9,D,15,800,290
2018,12,9,L,15,2600,930
2019,1,9,B,15,4700,1740
2019,1,9,D,15,1000,300
2019,1,9,L,15,3300,1060
2019,2,9,B,15,4600,1610
2019,2,9,D,15,1200,350
2019,2,9,L,15,3400,1090
2019,3,9,B,15,5000,1740
2019,3,9,D,15,1200,350
2019,3,9,L,15,3400,1080
2019,4,9,B,15,5300,1860
2019,4,9,D,15,1000,290
2019,4,9,L,15,3400,1090
2019,5,9,B,15,5400,1940
2019,5,9,D,15,700,230
2019,5,9,L,15,3000,960
2019,6,9,B,15,6000,2040
2019,6,9,D,15,1000,310
2019,6,9,L,15,3400,1080
2018,1,10,B,15,6600,2500
2018,1,10,D,15,1700,570
2018,1,10,L,15,4300,1510
2018,2,10,B,15,5900,2230
2018,2,10,D,15,1800,610
2018,2,10,L,15,3700,1290
2018,3,10,B,15,7600,2810
2018,3,10,D,15,2000,650
2018,3,10,L,15,4200,1420
2018,4,10,B,15,7200,2570
2018,4,10,D,15,2000,630
2018,4,10,L,15,4300,1420
2018,5,10,B,15,7600,2710
2018,5,10,D,15,1900,640
2018,5,10,L,15,4200,1400
2018,6,10,B,15,7100,2550
2018,6,10,D,15,1900,610
2018,6,10,L,15,4200,1410
2018,7,10,B,15,6600,2360
2018,7,10,D,15,1900,620
2018,7,10,L,15,4400,1480
2018,8,10,B,15,6700,2500
2018,8,10,D,15,1800,610
2018,8,10,L,15,4100,1380
2018,9,10,B,15,7000,2570
2018,9,10,D,15,1900,630
2018,9,10,L,15,4200,1450
2018,10,10,B,15,7100,2560
2018,10,10,D,15,1700,560
2018,10,10,L,15,4600,1580
2018,11,10,B,15,6600,2400
2018,11,10,D,15,1600,530
2018,11,10,L,15,3700,1260
2018,12,10,B,15,6700,2460
2018,12,10,D,15,1500,500
2018,12,10,L,15,4400,1500
2019,1,10,B,15,6700,2320
2019,1,10,D,15,2200,650
2019,1,10,L,15,5000,1570
2019,2,10,B,15,6100,2090
2019,2,10,D,15,2200,640
2019,2,10,L,15,4800,1480
2019,3,10,B,15,6900,2400
2019,3,10,D,15,2200,660
2019,3,10,L,15,5200,1630
2019,4,10,B,15,6800,2380
2019,4,10,D,15,2100,610
2019,4,10,L,15,4600,1470
2019,5,10,B,15,6900,2430
2019,5,10,D,15,1900,580
2019,5,10,L,15,4400,1370
2019,6,10,B,15,6300,2190
2019,6,10,D,15,1800,540
2019,6,10,L,15,4100,1300
2018,1,1,B,20,900,190
2018,1,1,D,20,4600,790
2018,1,1,L,20,10800,1980
2018,2,1,B,20,800,170
2018,2,1,D,20,4500,770
2018,2,1,L,20,10600,1940
2018,3,1,B,20,1000,210
2018,3,1,D,20,5600,940
2018,3,1,L,20,13300,2380
2018,4,1,B,20,1200,240
2018,4,1,D,20,7300,1210
2018,4,1,L,20,14700,2540
2018,5,1,B,20,1000,190
2018,5,1,D,20,7400,1210
2018,5,1,L,20,14400,2520
2018,6,1,B,20,1100,220
2018,6,1,D,20,7600,1250
2018,6,1,L,20,15500,2660
2018,7,1,B,20,1000,200
2018,7,1,D,20,7500,1230
2018,7,1,L,20,17200,2940
2018,8,1,B,20,1000,190
2018,8,1,D,20,7900,1320
2018,8,1,L,20,16700,2900
2018,9,1,B,20,900,180
2018,9,1,D,20,9300,1550
2018,9,1,L,20,17100,2950
2018,10,1,B,20,1200,230
2018,10,1,D,20,9600,1550
2018,10,1,L,20,18600,3130
2018,11,1,B,20,1000,190
2018,11,1,D,20,7200,1140
2018,11,1,L,20,14400,2420
2018,12,1,B,20,1000,190
2018,12,1,D,20,6500,1030
2018,12,1,L,20,11900,1990
2019,1,1,B,20,1000,190
2019,1,1,D,20,5800,900
2019,1,1,L,20,11600,1910
2019,2,1,B,20,900,160
2019,2,1,D,20,4800,740
2019,2,1,L,20,10300,1660
2019,3,1,D,20,7500,1150
2019,3,1,L,20,14200,2270
2019,3,1,B,20,1200,210
2019,4,1,B,20,1100,210
2019,4,1,D,20,8000,1220
2019,4,1,L,20,15300,2450
2019,5,1,B,20,1000,170
2019,5,1,D,20,8600,1330
2019,5,1,L,20,15000,2370
2019,6,1,B,20,900,150
2019,6,1,D,20,8000,1270
2019,6,1,L,20,15900,2490
2018,1,2,B,20,1400,240
2018,1,2,D,20,6100,1030
2018,1,2,L,20,12900,2330
2018,2,2,B,20,1300,230
2018,2,2,D,20,5600,950
2018,2,2,L,20,11600,2090
2018,3,2,B,20,1500,260
2018,3,2,D,20,6300,1050
2018,3,2,L,20,13300,2360
2018,4,2,B,20,1400,240
2018,4,2,D,20,7300,1210
2018,4,2,L,20,14900,2580
2018,5,2,B,20,1500,270
2018,5,2,D,20,7900,1300
2018,5,2,L,20,14400,2520
2018,6,2,B,20,1500,270
2018,6,2,D,20,7500,1230
2018,6,2,L,20,14500,2540
2018,7,2,B,20,1400,250
2018,7,2,D,20,9000,1480
2018,7,2,L,20,15700,2720
2018,8,2,B,20,1500,260
2018,8,2,D,20,9200,1500
2018,8,2,L,20,16200,2800
2018,9,2,B,20,1500,260
2018,9,2,D,20,10700,1750
2018,9,2,L,20,16800,2890
2018,10,2,B,20,1800,300
2018,10,2,D,20,10600,1690
2018,10,2,L,20,17600,2940
2018,11,2,B,20,1900,330
2018,11,2,D,20,9000,1420
2018,11,2,L,20,16000,2680
2018,12,2,B,20,2100,340
2018,12,2,D,20,10100,1590
2018,12,2,L,20,18300,3060
2019,1,2,B,20,1500,250
2019,1,2,D,20,8200,1230
2019,1,2,L,20,15300,2490
2019,2,2,B,20,1200,190
2019,2,2,D,20,6300,950
2019,2,2,L,20,13300,2140
2019,3,2,B,20,1600,260
2019,3,2,D,20,8400,1260
2019,3,2,L,20,15700,2530
2019,4,2,B,20,1700,270
2019,4,2,D,20,8300,1250
2019,4,2,L,20,14500,2360
2019,5,2,B,20,1700,270
2019,5,2,D,20,9200,1430
2019,5,2,L,20,15100,2410
2019,6,2,B,20,1500,230
2019,6,2,D,20,9600,1510
2019,6,2,L,20,14000,2200
2018,1,3,B,20,500,110
2018,1,3,D,20,3500,600
2018,1,3,L,20,10100,1810
2018,2,3,B,20,700,140
2018,2,3,D,20,3500,600
2018,2,3,L,20,9400,1660
2018,3,3,B,20,900,170
2018,3,3,D,20,4400,740
2018,3,3,L,20,10900,1930
2018,4,3,B,20,900,180
2018,4,3,D,20,4900,830
2018,4,3,L,20,11400,1950
2018,5,3,B,20,900,170
2018,5,3,D,20,4600,780
2018,5,3,L,20,11500,1980
2018,6,3,B,20,900,180
2018,6,3,D,20,4900,820
2018,6,3,L,20,11800,2020
2018,7,3,B,20,800,160
2018,7,3,D,20,6500,1090
2018,7,3,L,20,12000,2050
2018,8,3,B,20,900,160
2018,8,3,D,20,6800,1140
2018,8,3,L,20,12100,2100
2018,9,3,B,20,700,140
2018,9,3,D,20,7400,1250
2018,9,3,L,20,12200,2080
2018,10,3,B,20,1000,180
2018,10,3,D,20,9400,1500
2018,10,3,L,20,12900,2130
2018,11,3,B,20,800,140
2018,11,3,D,20,5800,930
2018,11,3,L,20,11000,1800
2018,12,3,B,20,600,120
2018,12,3,D,20,5100,810
2018,12,3,L,20,10100,1630
2019,1,3,B,20,800,140
2019,1,3,D,20,5300,800
2019,1,3,L,20,10600,1690
2019,2,3,B,20,700,110
2019,2,3,D,20,4200,630
2019,2,3,L,20,9700,1510
2019,3,3,B,20,800,140
2019,3,3,D,20,5700,860
2019,3,3,L,20,11500,1790
2019,4,3,B,20,700,120
2019,4,3,D,20,5400,820
2019,4,3,L,20,10800,1690
2019,5,3,B,20,900,140
2019,5,3,D,20,6000,920
2019,5,3,L,20,11800,1850
2019,6,3,B,20,1000,160
2019,6,3,D,20,6000,930
2019,6,3,L,20,11200,1740
2018,1,4,B,20,400,80
2018,1,4,D,20,1700,300
2018,1,4,L,20,5700,1010
2018,2,4,D,20,1700,300
2018,2,4,L,20,4900,870
2018,2,4,B,20,300,70
2018,3,4,D,20,1900,340
2018,3,4,L,20,5400,960
2018,3,4,B,20,300,60
2018,4,4,B,20,400,70
2018,4,4,D,20,1900,320
2018,4,4,L,20,5200,890
2018,5,4,B,20,500,90
2018,5,4,D,20,1900,330
2018,5,4,L,20,5600,960
2018,6,4,B,20,300,60
2018,6,4,D,20,1900,320
2018,6,4,L,20,5100,900
2018,7,4,B,20,300,60
2018,7,4,D,20,2000,340
2018,7,4,L,20,5900,1020
2018,8,4,B,20,300,60
2018,8,4,D,20,2100,350
2018,8,4,L,20,5700,990
2018,9,4,B,20,400,70
2018,9,4,D,20,2700,470
2018,9,4,L,20,6700,1140
2018,10,4,B,20,500,90
2018,10,4,D,20,2900,480
2018,10,4,L,20,7100,1170
2018,11,4,B,20,400,70
2018,11,4,D,20,2400,400
2018,11,4,L,20,6100,1010
2018,12,4,B,20,300,70
2018,12,4,D,20,2500,410
2018,12,4,L,20,6800,1110
2019,1,4,D,20,2100,330
2019,1,4,L,20,5900,960
2019,1,4,B,20,400,70
2019,2,4,B,20,200,40
2019,2,4,D,20,2300,340
2019,2,4,L,20,5100,820
2019,3,4,B,20,400,80
2019,3,4,D,20,2300,360
2019,3,4,L,20,6000,950
2019,4,4,B,20,400,70
2019,4,4,D,20,1900,300
2019,4,4,L,20,6100,980
2019,5,4,B,20,400,70
2019,5,4,D,20,2100,330
2019,5,4,L,20,6000,960
2019,6,4,B,20,400,60
2019,6,4,D,20,2300,370
2019,6,4,L,20,6100,950
2018,1,5,B,20,900,160
2018,1,5,D,20,6600,1130
2018,1,5,L,20,13500,2420
2018,2,5,B,20,900,170
2018,2,5,D,20,5600,960
2018,2,5,L,20,11900,2110
2018,3,5,B,20,1200,210
2018,3,5,D,20,5900,1000
2018,3,5,L,20,11900,2140
2018,4,5,B,20,1300,230
2018,4,5,D,20,7300,1220
2018,4,5,L,20,12900,2250
2018,5,5,B,20,1100,200
2018,5,5,D,20,6800,1130
2018,5,5,L,20,13300,2340
2018,6,5,B,20,900,170
2018,6,5,D,20,6800,1120
2018,6,5,L,20,12900,2250
2018,7,5,B,20,1000,170
2018,7,5,D,20,7500,1260
2018,7,5,L,20,12900,2240
2018,8,5,B,20,1000,190
2018,8,5,D,20,8600,1430
2018,8,5,L,20,14900,2590
2018,9,5,B,20,1100,190
2018,9,5,D,20,10200,1710
2018,9,5,L,20,15200,2640
2018,10,5,B,20,1100,190
2018,10,5,D,20,10100,1630
2018,10,5,L,20,16200,2720
2018,11,5,D,20,8300,1320
2018,11,5,L,20,14200,2400
2018,11,5,B,20,1000,170
2018,12,5,B,20,1200,200
2018,12,5,D,20,9200,1450
2018,12,5,L,20,15000,2500
2019,1,5,B,20,800,130
2019,1,5,D,20,7100,1070
2019,1,5,L,20,13000,2100
2019,2,5,B,20,800,140
2019,2,5,D,20,5800,870
2019,2,5,L,20,11200,1770
2019,3,5,B,20,1200,190
2019,3,5,D,20,6700,1010
2019,3,5,L,20,13000,2080
2019,4,5,B,20,1200,190
2019,4,5,D,20,6500,990
2019,4,5,L,20,11600,1860
2019,5,5,B,20,1200,190
2019,5,5,D,20,7100,1100
2019,5,5,L,20,12800,2030
2019,6,5,B,20,900,140
2019,6,5,D,20,7900,1240
2019,6,5,L,20,11000,1730
2018,1,6,B,20,700,140
2018,1,6,D,20,4500,780
2018,1,6,L,20,8700,1590
2018,2,6,B,20,500,80
2018,2,6,D,20,3700,640
2018,2,6,L,20,8100,1470
2018,3,6,B,20,700,120
2018,3,6,D,20,4400,770
2018,3,6,L,20,9400,1680
2018,4,6,B,20,800,150
2018,4,6,D,20,5100,860
2018,4,6,L,20,9800,1720
2018,5,6,B,20,1000,180
2018,5,6,D,20,5000,850
2018,5,6,L,20,9900,1750
2018,6,6,B,20,700,140
2018,6,6,D,20,5000,840
2018,6,6,L,20,10400,1840
2018,7,6,B,20,700,130
2018,7,6,D,20,5400,920
2018,7,6,L,20,11200,1930
2018,8,6,B,20,800,160
2018,8,6,D,20,6100,1020
2018,8,6,L,20,10300,1800
2018,9,6,B,20,800,140
2018,9,6,D,20,7600,1280
2018,9,6,L,20,11300,1940
2018,10,6,B,20,600,110
2018,10,6,D,20,7200,1180
2018,10,6,L,20,12000,2010
2018,11,6,B,20,700,120
2018,11,6,D,20,6200,1000
2018,11,6,L,20,10400,1730
2018,12,6,B,20,700,130
2018,12,6,D,20,5500,880
2018,12,6,L,20,9700,1610
2019,1,6,B,20,700,130
2019,1,6,D,20,5900,910
2019,1,6,L,20,10200,1660
2019,2,6,B,20,700,130
2019,2,6,D,20,4900,770
2019,2,6,L,20,8800,1410
2019,3,6,B,20,800,140
2019,3,6,D,20,5700,900
2019,3,6,L,20,9800,1590
2019,4,6,B,20,800,130
2019,4,6,D,20,5600,860
2019,4,6,L,20,10500,1670
2019,5,6,B,20,700,120
2019,5,6,D,20,5800,890
2019,5,6,L,20,10300,1670
2019,6,6,B,20,700,120
2019,6,6,D,20,6500,1020
2019,6,6,L,20,10500,1680
2018,1,7,B,20,1000,190
2018,1,7,D,20,8500,1470
2018,1,7,L,20,14100,2590
2018,2,7,B,20,900,170
2018,2,7,D,20,7200,1230
2018,2,7,L,20,12300,2260
2018,3,7,B,20,1100,200
2018,3,7,D,20,8800,1530
2018,3,7,L,20,14300,2610
2018,4,7,B,20,1100,190
2018,4,7,D,20,9500,1610
2018,4,7,L,20,14800,2620
2018,5,7,B,20,1100,200
2018,5,7,D,20,9800,1670
2018,5,7,L,20,16100,2850
2018,6,7,B,20,1100,200
2018,6,7,D,20,10000,1700
2018,6,7,L,20,15800,2800
2018,7,7,B,20,1100,200
2018,7,7,D,20,10900,1840
2018,7,7,L,20,15800,2780
2018,8,7,B,20,1100,200
2018,8,7,D,20,12600,2120
2018,8,7,L,20,17500,3070
2018,9,7,B,20,1100,200
2018,9,7,D,20,15100,2540
2018,9,7,L,20,18400,3220
2018,10,7,B,20,1100,190
2018,10,7,D,20,14500,2350
2018,10,7,L,20,17300,2950
2018,11,7,B,20,1300,230
2018,11,7,D,20,12000,1940
2018,11,7,L,20,16600,2800
2018,12,7,B,20,1400,250
2018,12,7,D,20,13100,2110
2018,12,7,L,20,17800,2980
2019,1,7,B,20,1100,200
2019,1,7,D,20,10900,1700
2019,1,7,L,20,16600,2730
2019,2,7,B,20,1100,190
2019,2,7,D,20,8700,1370
2019,2,7,L,20,12600,2050
2019,3,7,B,20,1200,200
2019,3,7,D,20,10600,1650
2019,3,7,L,20,15200,2490
2019,4,7,B,20,1300,220
2019,4,7,D,20,9800,1530
2019,4,7,L,20,14900,2440
2019,5,7,B,20,1500,240
2019,5,7,D,20,12400,1940
2019,5,7,L,20,16600,2700
2019,6,7,B,20,1300,210
2019,6,7,D,20,13700,2160
2019,6,7,L,20,15700,2530
2018,1,8,B,20,500,100
2018,1,8,D,20,4200,730
2018,1,8,L,20,8500,1550
2018,2,8,B,20,500,100
2018,2,8,D,20,3700,640
2018,2,8,L,20,7300,1320
2018,3,8,D,20,4100,700
2018,3,8,L,20,8800,1560
2018,3,8,B,20,500,90
2018,4,8,B,20,500,100
2018,4,8,D,20,4600,790
2018,4,8,L,20,8200,1450
2018,5,8,D,20,5200,870
2018,5,8,L,20,9300,1640
2018,5,8,B,20,700,140
2018,6,8,B,20,600,110
2018,6,8,D,20,5000,840
2018,6,8,L,20,9000,1580
2018,7,8,B,20,600,110
2018,7,8,D,20,5900,1000
2018,7,8,L,20,9300,1640
2018,8,8,B,20,500,110
2018,8,8,D,20,6700,1150
2018,8,8,L,20,10500,1820
2018,9,8,B,20,600,110
2018,9,8,D,20,7300,1250
2018,9,8,L,20,10100,1750
2018,10,8,B,20,600,100
2018,10,8,D,20,7200,1160
2018,10,8,L,20,10500,1760
2018,11,8,B,20,800,140
2018,11,8,D,20,6200,1000
2018,11,8,L,20,10100,1680
2018,12,8,B,20,800,150
2018,12,8,D,20,6500,1030
2018,12,8,L,20,9400,1560
2019,1,8,B,20,600,110
2019,1,8,D,20,5900,910
2019,1,8,L,20,8900,1430
2019,2,8,B,20,700,120
2019,2,8,D,20,4300,680
2019,2,8,L,20,7500,1190
2019,3,8,D,20,5800,890
2019,3,8,L,20,9700,1550
2019,3,8,B,20,600,110
2019,4,8,B,20,800,140
2019,4,8,D,20,5600,860
2019,4,8,L,20,9000,1440
2019,5,8,B,20,700,130
2019,5,8,D,20,6200,970
2019,5,8,L,20,9600,1540
2019,6,8,B,20,700,120
2019,6,8,D,20,6400,1010
2019,6,8,L,20,9600,1510
2018,1,9,B,20,600,110
2018,1,9,D,20,3600,610
2018,1,9,L,20,8600,1540
2018,2,9,B,20,500,100
2018,2,9,D,20,3200,560
2018,2,9,L,20,7900,1400
2018,3,9,B,20,500,80
2018,3,9,D,20,3200,550
2018,3,9,L,20,8500,1490
2018,4,9,B,20,700,120
2018,4,9,D,20,3600,610
2018,4,9,L,20,8400,1450
2018,5,9,B,20,700,130
2018,5,9,D,20,3500,590
2018,5,9,L,20,8400,1460
2018,6,9,B,20,900,160
2018,6,9,D,20,3700,630
2018,6,9,L,20,8900,1560
2018,7,9,B,20,700,120
2018,7,9,D,20,4200,710
2018,7,9,L,20,8600,1490
2018,8,9,B,20,700,130
2018,8,9,D,20,4400,730
2018,8,9,L,20,9500,1640
2018,9,9,D,20,5200,870
2018,9,9,L,20,9100,1580
2018,9,9,B,20,600,110
2018,10,9,B,20,700,120
2018,10,9,D,20,5100,820
2018,10,9,L,20,9800,1630
2018,11,9,D,20,4100,670
2018,11,9,L,20,9100,1510
2018,11,9,B,20,700,110
2018,12,9,B,20,600,100
2018,12,9,D,20,4300,680
2018,12,9,L,20,8500,1400
2019,1,9,B,20,600,100
2019,1,9,D,20,3900,600
2019,1,9,L,20,9100,1470
2019,2,9,B,20,600,100
2019,2,9,D,20,3400,520
2019,2,9,L,20,7700,1220
2019,3,9,B,20,700,110
2019,3,9,D,20,4000,610
2019,3,9,L,20,9100,1440
2019,4,9,B,20,700,120
2019,4,9,D,20,3800,590
2019,4,9,L,20,9100,1460
2019,5,9,B,20,800,130
2019,5,9,D,20,4700,740
2019,5,9,L,20,8900,1420
2019,6,9,B,20,600,90
2019,6,9,D,20,5000,790
2019,6,9,L,20,8800,1400
2018,1,10,B,20,700,130
2018,1,10,D,20,6600,1150
2018,1,10,L,20,11900,2190
2018,2,10,B,20,700,120
2018,2,10,D,20,5600,970
2018,2,10,L,20,11100,2020
2018,3,10,B,20,800,150
2018,3,10,D,20,7300,1240
2018,3,10,L,20,12000,2170
2018,4,10,B,20,1000,180
2018,4,10,D,20,7800,1290
2018,4,10,L,20,13000,2270
2018,5,10,B,20,900,170
2018,5,10,D,20,8400,1410
2018,5,10,L,20,13500,2350
2018,6,10,B,20,1100,200
2018,6,10,D,20,8100,1350
2018,6,10,L,20,13300,2330
2018,7,10,B,20,1100,180
2018,7,10,D,20,9100,1510
2018,7,10,L,20,13700,2390
2018,8,10,B,20,900,160
2018,8,10,D,20,9300,1550
2018,8,10,L,20,14400,2490
2018,9,10,B,20,1000,170
2018,9,10,D,20,12300,2060
2018,9,10,L,20,15300,2650
2018,10,10,B,20,900,150
2018,10,10,D,20,11800,1920
2018,10,10,L,20,14600,2470
2018,11,10,B,20,1100,200
2018,11,10,D,20,9200,1490
2018,11,10,L,20,12700,2150
2018,12,10,B,20,1000,180
2018,12,10,D,20,8700,1400
2018,12,10,L,20,13100,2190
2019,1,10,B,20,800,130
2019,1,10,D,20,8500,1300
2019,1,10,L,20,12400,2040
2019,2,10,B,20,700,110
2019,2,10,D,20,6400,990
2019,2,10,L,20,9700,1570
2019,3,10,B,20,900,140
2019,3,10,D,20,7300,1140
2019,3,10,L,20,11200,1820
2019,4,10,B,20,900,140
2019,4,10,D,20,7300,1120
2019,4,10,L,20,10900,1760
2019,5,10,B,20,800,120
2019,5,10,D,20,8300,1310
2019,5,10,L,20,11300,1800
2019,6,10,B,20,600,100
2019,6,10,D,20,8600,1360
2019,6,10,L,20,9600,1500
2018,1,1,D,25,100,40
2018,1,1,L,25,200,70
2018,1,1,B,25,0,10
2018,2,1,B,25,100,10
2018,2,1,D,25,100,40
2018,2,1,L,25,200,50
2018,3,1,B,25,0,10
2018,3,1,D,25,200,40
2018,3,1,L,25,300,90
2018,4,1,B,25,100,20
2018,4,1,D,25,200,50
2018,4,1,L,25,300,80
2018,5,1,D,25,200,60
2018,5,1,L,25,300,90
2018,5,1,B,25,100,20
2018,6,1,B,25,0,10
2018,6,1,L,25,300,90
2018,6,1,D,25,200,50
2018,7,1,B,25,100,30
2018,7,1,D,25,200,50
2018,7,1,L,25,300,70
2018,8,1,B,25,100,20
2018,8,1,D,25,100,40
2018,8,1,L,25,300,80
2018,9,1,B,25,100,30
2018,9,1,L,25,300,70
2018,9,1,D,25,100,40
2018,10,1,B,25,100,40
2018,10,1,L,25,300,90
2018,10,1,D,25,200,60
2018,11,1,B,25,100,20
2018,11,1,D,25,100,40
2018,11,1,L,25,200,60
2018,12,1,D,25,100,30
2018,12,1,L,25,200,70
2018,12,1,B,25,100,30
2019,1,1,D,25,100,30
2019,1,1,L,25,300,90
2019,1,1,B,25,100,30
2019,2,1,B,25,100,20
2019,2,1,D,25,100,30
2019,2,1,L,25,200,60
2019,3,1,L,25,200,70
2019,3,1,D,25,100,30
2019,3,1,B,25,100,30
2019,4,1,B,25,100,20
2019,4,1,D,25,200,50
2019,4,1,L,25,400,90
2019,5,1,B,25,100,50
2019,5,1,D,25,200,50
2019,5,1,L,25,400,100
2019,6,1,B,25,100,40
2019,6,1,L,25,400,100
2019,6,1,D,25,100,40
2018,1,2,D,25,200,60
2018,1,2,L,25,300,90
2018,1,2,B,25,100,30
2018,2,2,B,25,100,30
2018,2,2,D,25,200,60
2018,2,2,L,25,200,70
